"start_station_latitude","start_station_longitude","start_position","Weight"
"40.69957608","-73.94708417","40.69957608,-73.94708417","988"
"40.699773","-73.979927","40.699773,-73.979927","1628"
"40.70365182","-74.01167797","40.70365182,-74.01167797","11805"
"40.70463334","-74.01361706","40.70463334,-74.01361706","28172"
"40.70531194","-73.97100056","40.70531194,-73.97100056","612"
"40.70691254","-73.95441667","40.70691254,-73.95441667","1545"
"40.70708701","-73.95796783","40.70708701,-73.95796783","955"
"40.70717936","-74.00887308","40.70717936,-74.00887308","18796"
"40.70905623","-74.01043382","40.70905623,-74.01043382","27570"
"40.70925562","-73.95982218","40.70925562,-73.95982218","808"
"40.71117444","-73.99682619","40.71117444,-73.99682619","14206"
"40.71146364","-74.00552427","40.71146364,-74.00552427","19309"
"40.71273266","-74.0046073","40.71273266,-74.0046073","56688"
"40.71291224","-74.01020234","40.71291224,-74.01020234","52681"
"40.713126","-73.984844","40.713126,-73.984844","11637"
"40.71348658","-73.94792458","40.71348658,-73.94792458","1989"
"40.71542197","-74.01121978","40.71542197,-74.01121978","45764"
"40.71559509","-73.9870295","40.71559509,-73.9870295","19842"
"40.7158155","-73.99422366","40.7158155,-73.99422366","23816"
"40.71625008","-74.0091059","40.71625008,-74.0091059","22611"
"40.7169811","-73.94485918","40.7169811,-73.94485918","1861"
"40.71729","-73.996375","40.71729,-73.996375","31308"
"40.71893904","-73.99266288","40.71893904,-73.99266288","35288"
"40.72165481","-74.00234737","40.72165481,-74.00234737","27105"
"40.722103786686034","-73.99724900722504","40.722103786686034,-73.99724900722504","18914"
"40.72229346","-73.99147535","40.72229346,-73.99147535","29233"
"40.72299208","-73.97995466","40.72299208,-73.97995466","17853"
"40.724399","-74.004704","40.724399,-74.004704","25645"
"40.72467721","-73.98783413","40.72467721,-73.98783413","36244"
"40.72502876","-73.99069656","40.72502876,-73.99069656","30612"
"40.73172428","-74.00674436","40.73172428,-74.00674436","58719"
"40.73226398","-73.99852205","40.73226398,-73.99852205","30680"
"40.73232194","-73.9550858","40.73232194,-73.9550858","3734"
"40.73261787","-73.99158043","40.73261787,-73.99158043","23989"
"40.73314259","-73.97573881","40.73314259,-73.97573881","31951"
"40.73492695","-73.99200509","40.73492695,-73.99200509","59341"
"40.73543934","-73.99453948","40.73543934,-73.99453948","27015"
"40.73624527","-73.98473765","40.73624527,-73.98473765","25924"
"40.73901691","-74.00263761","40.73901691,-74.00263761","13192"
"40.7390169121","-74.0026376103","40.7390169121,-74.0026376103","54758"
"40.73935542","-73.99931783","40.73935542,-73.99931783","40585"
"40.73997354103409","-74.00513872504234","40.73997354103409,-74.00513872504234","12734"
"40.74311555376486","-73.98215353488922","40.74311555376486,-73.98215353488922","17073"
"40.75066386","-74.00176802","40.75066386,-74.00176802","39468"
"40.75097711","-73.98765428","40.75097711,-73.98765428","21921"
"40.75255434","-73.97282625","40.75255434,-73.97282625","24623"
"40.75323098","-73.97032517","40.75323098,-73.97032517","23685"
"40.75325964","-73.94335788","40.75325964,-73.94335788","351"
"40.7546011026","-73.971878855","40.7546011026,-73.971878855","18823"
"40.75500254","-73.98014437","40.75500254,-73.98014437","34996"
"40.75510267","-73.97498696","40.75510267,-73.97498696","41483"
"40.75513557","-73.98658032","40.75513557,-73.98658032","39405"
"40.75666","-73.976684","40.75666,-73.976684","12372"
"40.75714758","-73.97207836","40.75714758,-73.97207836","22755"
"40.75797322","-73.96603308","40.75797322,-73.96603308","19397"
"40.75828065","-73.97069431","40.75828065,-73.97069431","19170"
"40.758996559605116","-73.96865397691727","40.758996559605116,-73.96865397691727","8680"
"40.76064679","-73.98442659","40.76064679,-73.98442659","38216"
"40.76590936","-73.97634151","40.76590936,-73.97634151","57091"
"40.76669671","-73.99061728","40.76669671,-73.99061728","25537"
"40.76734259143217","-73.9648586511612","40.76734259143217,-73.9648586511612","2618"
"40.770513","-73.988038","40.770513,-73.988038","20109"
"40.77677702","-73.9590097","40.77677702,-73.9590097","4288"
"40.777507027547976","-73.98888587951659","40.777507027547976,-73.98888587951659","4375"
"40.77801203","-73.95407149","40.77801203,-73.95407149","9006"
"40.7867947","-73.977112","40.7867947,-73.977112","10182"
